지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%)
168,여수,2014-06-15 23:00,22.8,,0.9,62
168,여수,2014-06-16 0:00,22.2,,1.4,62
168,여수,2014-06-16 1:00,21.8,,0.2,59
168,여수,2014-06-16 2:00,21.6,,4.1,57
168,여수,2014-06-16 3:00,21.4,,1.2,61
168,여수,2014-06-16 4:00,20.9,,1.5,64
168,여수,2014-06-16 5:00,20.7,,0.8,70
168,여수,2014-06-16 6:00,20.4,,0.1,70
168,여수,2014-06-16 7:00,20.8,,0.4,69
168,여수,2014-06-16 8:00,21.2,,0.9,69
168,여수,2014-06-16 9:00,22.1,,1.5,65
168,여수,2014-06-16 10:00,23.3,,1,60
168,여수,2014-06-16 11:00,24.7,,3.1,46
168,여수,2014-06-16 12:00,25.4,,3,46
168,여수,2014-06-16 13:00,25.6,,3.8,42
168,여수,2014-06-16 14:00,26.4,,4.2,41
168,여수,2014-06-16 15:00,26.8,,3.4,39
168,여수,2014-06-16 16:00,26.8,,4.6,41
168,여수,2014-06-16 17:00,25.2,,4.9,56
168,여수,2014-06-16 18:00,24.6,,3.7,59
168,여수,2014-06-16 19:00,24.3,,3.8,62
168,여수,2014-06-16 20:00,23.8,,3.6,69
168,여수,2014-06-16 21:00,23.2,,4.4,74
168,여수,2014-06-16 22:00,23.6,,2,71
168,여수,2014-06-16 23:00,23.5,,3.2,70
168,여수,2014-06-17 0:00,23.2,,4.4,68
168,여수,2014-06-17 1:00,23,,3.6,69
168,여수,2014-06-17 2:00,22.7,,3.3,69
168,여수,2014-06-17 3:00,22.7,,4.3,69
168,여수,2014-06-17 4:00,22.7,,3.8,69
168,여수,2014-06-17 5:00,22.4,0,2.6,71
168,여수,2014-06-17 6:00,22,0.5,3.1,80
168,여수,2014-06-17 7:00,21.5,1.3,2.4,84
168,여수,2014-06-17 8:00,21.5,1.2,0.7,87
168,여수,2014-06-17 9:00,21.5,1.1,1,88
168,여수,2014-06-17 10:00,20.8,1.4,4.7,79
168,여수,2014-06-17 11:00,19.9,0.3,4.1,67
168,여수,2014-06-17 12:00,20.2,0,5.1,69
168,여수,2014-06-17 13:00,19.4,2.7,3.5,85
168,여수,2014-06-17 14:00,18.6,0.9,2.3,82
168,여수,2014-06-17 15:00,19,0.3,3.1,79
168,여수,2014-06-17 16:00,18.9,,2,78
168,여수,2014-06-17 17:00,19.9,,4.5,66
168,여수,2014-06-17 18:00,20.3,,5.1,63
168,여수,2014-06-17 19:00,20.3,,4.9,62
168,여수,2014-06-17 20:00,20.6,,5.3,64
168,여수,2014-06-17 21:00,20.7,,4.3,62
168,여수,2014-06-17 22:00,20.8,,5.6,61
168,여수,2014-06-17 23:00,20.7,,7,62
168,여수,2014-06-18 0:00,20.8,,6.8,61
168,여수,2014-06-18 1:00,20.1,,5.2,68
168,여수,2014-06-18 2:00,19.8,,5.2,69
168,여수,2014-06-18 3:00,19.5,,4.6,70
168,여수,2014-06-18 4:00,19.8,,3.7,69
168,여수,2014-06-18 5:00,19.9,,4,68
168,여수,2014-06-18 6:00,20.3,,3.4,63
168,여수,2014-06-18 7:00,20.8,,4.6,62
168,여수,2014-06-18 8:00,21,,3,64
168,여수,2014-06-18 9:00,20.8,,0.7,67
168,여수,2014-06-18 10:00,21.3,,3.6,61
168,여수,2014-06-18 11:00,21.7,,4.9,61
168,여수,2014-06-18 12:00,23.7,,5.8,52
168,여수,2014-06-18 13:00,24.8,,3.6,48
168,여수,2014-06-18 14:00,25.2,,1.6,49
168,여수,2014-06-18 15:00,26.3,,2.5,44
168,여수,2014-06-18 16:00,24.9,,3.9,54
168,여수,2014-06-18 17:00,24.6,,3,56
168,여수,2014-06-18 18:00,24.2,,2,59
168,여수,2014-06-18 19:00,23.2,,1.6,65
168,여수,2014-06-18 20:00,21.7,,1.8,71
168,여수,2014-06-18 21:00,21.1,,0.6,71
168,여수,2014-06-18 22:00,20.7,,5.2,76
168,여수,2014-06-18 23:00,20.4,,3.4,76
168,여수,2014-06-19 0:00,20.1,,2.1,81
168,여수,2014-06-19 1:00,19.8,,2.7,82
168,여수,2014-06-19 2:00,19.6,,2.3,84
168,여수,2014-06-19 3:00,19.4,,1.9,85
168,여수,2014-06-19 4:00,19.3,,0,87
168,여수,2014-06-19 5:00,19,,0,87
168,여수,2014-06-19 6:00,19,,0.1,86
168,여수,2014-06-19 7:00,19.5,,0.4,82
168,여수,2014-06-19 8:00,20.3,,2.1,79
168,여수,2014-06-19 9:00,21.2,,3.4,74
168,여수,2014-06-19 10:00,22.1,,1.5,69
168,여수,2014-06-19 11:00,23.5,,2.5,60
168,여수,2014-06-19 12:00,24.4,,3.3,62
168,여수,2014-06-19 13:00,25.2,,3.4,57
168,여수,2014-06-19 14:00,25.4,,4.1,56
168,여수,2014-06-19 15:00,25.6,,3.7,58
168,여수,2014-06-19 16:00,24.4,,5.1,63
168,여수,2014-06-19 17:00,23.7,,5.3,66
168,여수,2014-06-19 18:00,22.9,,4.8,70
168,여수,2014-06-19 19:00,22.3,,4.7,73
168,여수,2014-06-19 20:00,21.8,,3.2,76
168,여수,2014-06-19 21:00,21.5,,2.1,79
168,여수,2014-06-19 22:00,21.4,,2.6,78
168,여수,2014-06-19 23:00,21.2,,2,79
168,여수,2014-06-20 0:00,21.2,,2.2,79
168,여수,2014-06-20 1:00,20.9,,1.7,83
168,여수,2014-06-20 2:00,20.7,,1.4,83
168,여수,2014-06-20 3:00,20.7,,2.1,84
168,여수,2014-06-20 4:00,20.7,,1.6,85
168,여수,2014-06-20 5:00,20.6,,0.2,85
168,여수,2014-06-20 6:00,20.5,,1.3,86
168,여수,2014-06-20 7:00,20.8,,0.9,85
168,여수,2014-06-20 8:00,21.3,,2.7,83
168,여수,2014-06-20 9:00,21.3,,3.9,82
168,여수,2014-06-20 10:00,21.5,,4.2,80
168,여수,2014-06-20 11:00,22.8,,3.7,69
168,여수,2014-06-20 12:00,23.3,,4.1,62
168,여수,2014-06-20 13:00,22.9,,3.7,70
168,여수,2014-06-20 14:00,22.3,,4.2,73
168,여수,2014-06-20 15:00,22.3,,4.2,74
168,여수,2014-06-20 16:00,22.2,,4.1,69
168,여수,2014-06-20 17:00,21.7,,4,75
168,여수,2014-06-20 18:00,22.1,,3.8,70
168,여수,2014-06-20 19:00,21.8,,3.4,73
168,여수,2014-06-20 20:00,21.5,,5.2,74
168,여수,2014-06-20 21:00,21.3,,3.1,75
168,여수,2014-06-20 22:00,21,,4.3,77
168,여수,2014-06-20 23:00,20.8,,3.2,79
168,여수,2014-06-21 0:00,20.8,,2.4,78
168,여수,2014-06-21 1:00,20.9,,2.5,73
168,여수,2014-06-21 2:00,20.7,,1.4,75
168,여수,2014-06-21 3:00,20.9,,6.2,72
168,여수,2014-06-21 4:00,20.8,,6.3,75
168,여수,2014-06-21 5:00,20.9,,4.4,73
168,여수,2014-06-21 6:00,20.7,,6.7,72
168,여수,2014-06-21 7:00,20.7,,7.1,72
168,여수,2014-06-21 8:00,21.1,,6.3,70
168,여수,2014-06-21 9:00,21,,6.8,70
168,여수,2014-06-21 10:00,21.6,,5.2,68
168,여수,2014-06-21 11:00,22.1,,6.4,66
168,여수,2014-06-21 12:00,22.1,,6.1,68
168,여수,2014-06-21 13:00,22,,5.6,68
168,여수,2014-06-21 14:00,21.5,0.1,4.6,74
168,여수,2014-06-21 15:00,20.8,2.4,4.4,81
168,여수,2014-06-21 16:00,20.8,0.6,6.7,80
168,여수,2014-06-21 17:00,20.9,0,6.4,78
168,여수,2014-06-21 18:00,21.1,0,5.5,77
168,여수,2014-06-21 19:00,21,0,5,78
168,여수,2014-06-21 20:00,21,,4,75
168,여수,2014-06-21 21:00,21,,5.4,76
168,여수,2014-06-21 22:00,20.7,0,8,76
168,여수,2014-06-21 23:00,20.6,,6.1,76
168,여수,2014-06-22 0:00,20.7,,7.2,71
168,여수,2014-06-22 1:00,20.6,,6,72
168,여수,2014-06-22 2:00,20.7,,4.8,69
168,여수,2014-06-22 3:00,20.7,,4.1,69
168,여수,2014-06-22 4:00,20.6,,4.6,70
168,여수,2014-06-22 5:00,20.5,,4,71
168,여수,2014-06-22 6:00,20.4,,4.6,70
168,여수,2014-06-22 7:00,20.5,,4.4,69
168,여수,2014-06-22 8:00,20.9,,4.2,67
168,여수,2014-06-22 9:00,21.9,,3.9,65
168,여수,2014-06-22 10:00,21.8,,3,64
168,여수,2014-06-22 11:00,22,,2.5,62
168,여수,2014-06-22 12:00,22.7,,1.8,60
168,여수,2014-06-22 13:00,22.7,,1.7,61
168,여수,2014-06-22 14:00,23.1,,1.5,62
168,여수,2014-06-22 15:00,22.9,,3.3,65
168,여수,2014-06-22 16:00,22.7,,2.2,64
168,여수,2014-06-22 17:00,22.5,,1.8,63
168,여수,2014-06-22 18:00,22.4,,1.1,67
168,여수,2014-06-22 19:00,21.4,,2.6,76
168,여수,2014-06-22 20:00,21,,4.2,75
168,여수,2014-06-22 21:00,20.7,,3.2,77
168,여수,2014-06-22 22:00,20.5,,4.2,78
168,여수,2014-06-22 23:00,20.4,,4,77
168,여수,2014-06-23 0:00,20.3,,4,78
168,여수,2014-06-23 1:00,20.2,,4.2,79
168,여수,2014-06-23 2:00,20.2,,3.7,81
168,여수,2014-06-23 3:00,20.1,,3.5,81
168,여수,2014-06-23 4:00,20.1,,3.1,82
168,여수,2014-06-23 5:00,20.1,,3.1,82
168,여수,2014-06-23 6:00,20.1,,2,82
168,여수,2014-06-23 7:00,20.3,,4.3,81
168,여수,2014-06-23 8:00,20.9,,3.2,78
168,여수,2014-06-23 9:00,21.4,,3.9,76
168,여수,2014-06-23 10:00,22,,3.6,75
168,여수,2014-06-23 11:00,21.6,,2,76
168,여수,2014-06-23 12:00,21.4,,3.6,76
168,여수,2014-06-23 13:00,21.7,,2.8,74
168,여수,2014-06-23 14:00,21.5,,2.9,75
168,여수,2014-06-23 15:00,21.4,,2.2,79
168,여수,2014-06-23 16:00,22.3,,2.6,68
168,여수,2014-06-23 17:00,21.9,0,4.8,73
168,여수,2014-06-23 18:00,19.3,20.3,3.1,87
168,여수,2014-06-23 19:00,19.3,6.2,1.4,88
168,여수,2014-06-23 20:00,19.7,5.7,2.1,88
168,여수,2014-06-23 21:00,19,28.3,4.1,90
168,여수,2014-06-23 22:00,19.3,0.5,1.2,90
168,여수,2014-06-23 23:00,19.3,,2.2,89
168,여수,2014-06-24 0:00,19.3,,1.4,87
168,여수,2014-06-24 1:00,19.1,,0.5,88
168,여수,2014-06-24 2:00,19,,1.6,86
168,여수,2014-06-24 3:00,19.4,,1.1,88
168,여수,2014-06-24 4:00,19.5,,2.1,86
168,여수,2014-06-24 5:00,19.5,,3,84
168,여수,2014-06-24 6:00,19.6,,3.5,83
168,여수,2014-06-24 7:00,20.3,,3.5,77
168,여수,2014-06-24 8:00,20.5,,2.4,75
168,여수,2014-06-24 9:00,22,,4.4,69
168,여수,2014-06-24 10:00,23.1,,3,64
168,여수,2014-06-24 11:00,23.6,,2.8,64
168,여수,2014-06-24 12:00,23.4,,3.2,66
168,여수,2014-06-24 13:00,23.9,,5.2,67
168,여수,2014-06-24 14:00,24.6,,4.9,66
168,여수,2014-06-24 15:00,24.7,,5.3,64
168,여수,2014-06-24 16:00,24,,7.1,66
168,여수,2014-06-24 17:00,23.5,,6.2,70
168,여수,2014-06-24 18:00,23,,5,73
168,여수,2014-06-24 19:00,23,,4.3,73
168,여수,2014-06-24 20:00,22,,6,78
168,여수,2014-06-24 21:00,21.5,,5.4,81
168,여수,2014-06-24 22:00,21.4,,4.3,83
168,여수,2014-06-24 23:00,21.3,,4.3,84
168,여수,2014-06-25 0:00,21.3,,3.4,85
168,여수,2014-06-25 1:00,21.3,,0.8,78
168,여수,2014-06-25 2:00,21.1,,2.3,79
168,여수,2014-06-25 3:00,20.8,,1.9,77
168,여수,2014-06-25 4:00,20.7,,1.9,72
168,여수,2014-06-25 5:00,20.1,,0.4,75
168,여수,2014-06-25 6:00,19.9,,0.6,78
168,여수,2014-06-25 7:00,20.3,,0.5,76
168,여수,2014-06-25 8:00,21.2,,1.1,73
168,여수,2014-06-25 9:00,22.3,,1.1,70
168,여수,2014-06-25 10:00,22.8,,1.2,68
168,여수,2014-06-25 11:00,24.4,,1.6,64
168,여수,2014-06-25 12:00,24.9,,1.9,61
168,여수,2014-06-25 13:00,24.7,,1.2,63
168,여수,2014-06-25 14:00,25.2,,3.4,56
168,여수,2014-06-25 15:00,24.7,,2.3,69
168,여수,2014-06-25 16:00,23.9,,1.2,69
168,여수,2014-06-25 17:00,23.3,,2,67
168,여수,2014-06-25 18:00,22.8,,4.2,69
168,여수,2014-06-25 19:00,22,,3,73
168,여수,2014-06-25 20:00,21.6,,4.3,76
168,여수,2014-06-25 21:00,21.4,,3.6,77
168,여수,2014-06-25 22:00,21.2,,3.1,76
168,여수,2014-06-25 23:00,21.1,,2,78
168,여수,2014-06-26 0:00,21.1,,1.5,80
168,여수,2014-06-26 1:00,20.9,,2.8,78
168,여수,2014-06-26 2:00,20.9,,1.1,80
168,여수,2014-06-26 3:00,20.7,,0.7,82
168,여수,2014-06-26 4:00,20.5,,2.8,84
168,여수,2014-06-26 5:00,20.3,,0.2,85
168,여수,2014-06-26 6:00,20.2,,0.2,86
168,여수,2014-06-26 7:00,20.5,,0.1,83
168,여수,2014-06-26 8:00,21.3,,0.5,80
168,여수,2014-06-26 9:00,22.5,,0.5,73
168,여수,2014-06-26 10:00,23.8,,1.5,66
168,여수,2014-06-26 11:00,24.3,,2.1,66
168,여수,2014-06-26 12:00,23.8,,3.2,70
168,여수,2014-06-26 13:00,24.9,,2.2,64
168,여수,2014-06-26 14:00,25.2,,2.1,62
168,여수,2014-06-26 15:00,25.4,,3.1,63
168,여수,2014-06-26 16:00,24.6,,3.3,63
168,여수,2014-06-26 17:00,24,,3.5,66
168,여수,2014-06-26 18:00,23.7,,1.9,70
168,여수,2014-06-26 19:00,23.3,,1.6,74
168,여수,2014-06-26 20:00,22.5,,1.2,76
168,여수,2014-06-26 21:00,22,,0.8,81
168,여수,2014-06-26 22:00,21.6,,0.6,84
168,여수,2014-06-26 23:00,21.4,,0,86
168,여수,2014-06-27 0:00,21.4,,0.4,85
168,여수,2014-06-27 1:00,21.1,,0.1,84
168,여수,2014-06-27 2:00,20.7,,0.2,85
168,여수,2014-06-27 3:00,20.5,,0.9,81
168,여수,2014-06-27 4:00,20.3,,0.6,84
168,여수,2014-06-27 5:00,20.1,,2,85
168,여수,2014-06-27 6:00,20,,1,85
168,여수,2014-06-27 7:00,20.6,,2.5,83
168,여수,2014-06-27 8:00,21,,4.2,80
168,여수,2014-06-27 9:00,22.3,,2.8,73
168,여수,2014-06-27 10:00,23.6,,2.3,62
168,여수,2014-06-27 11:00,23.9,,2.2,63
168,여수,2014-06-27 12:00,25,,2.2,59
168,여수,2014-06-27 13:00,25.6,,2.2,59
168,여수,2014-06-27 14:00,26.1,,2.4,58
168,여수,2014-06-27 15:00,26.5,,2.7,56
168,여수,2014-06-27 16:00,27.1,,2.4,55
168,여수,2014-06-27 17:00,26.3,,2,60
168,여수,2014-06-27 18:00,25.2,,3,63
168,여수,2014-06-27 19:00,23.8,,2.1,70
168,여수,2014-06-27 20:00,23.2,,2.5,69
168,여수,2014-06-27 21:00,23,,1.6,71
168,여수,2014-06-27 22:00,22.7,,3.6,75
168,여수,2014-06-27 23:00,22.3,,2.1,80
168,여수,2014-06-28 0:00,22.1,,2,81
168,여수,2014-06-28 1:00,21.8,,2.4,82
168,여수,2014-06-28 2:00,21.8,,1.9,81
168,여수,2014-06-28 3:00,21.5,,1.1,81
168,여수,2014-06-28 4:00,21.2,,1.3,73
168,여수,2014-06-28 5:00,20.9,,1.7,67
168,여수,2014-06-28 6:00,21.5,,1.9,65
168,여수,2014-06-28 7:00,21.8,,2.6,66
168,여수,2014-06-28 8:00,22.7,,3.6,64
168,여수,2014-06-28 9:00,23.9,,4.4,61
168,여수,2014-06-28 10:00,25.8,,4.1,56
168,여수,2014-06-28 11:00,26,,3.9,57
168,여수,2014-06-28 12:00,27.2,,7,49
168,여수,2014-06-28 13:00,27.6,,7.1,49
168,여수,2014-06-28 14:00,25.9,,8,64
168,여수,2014-06-28 15:00,26,,6.9,63
168,여수,2014-06-28 16:00,26.4,,7.7,63
168,여수,2014-06-28 17:00,26.4,,6.1,62
168,여수,2014-06-28 18:00,28.7,,6,33
168,여수,2014-06-28 19:00,28.2,,6,33
168,여수,2014-06-28 20:00,26.9,,7,49
168,여수,2014-06-28 21:00,25.9,,5.4,52
168,여수,2014-06-28 22:00,25.2,,7.3,47
168,여수,2014-06-28 23:00,24.6,,5.5,45
168,여수,2014-06-29 0:00,24,,6.1,47
168,여수,2014-06-29 1:00,23.5,,6.9,51
168,여수,2014-06-29 2:00,23.4,,8.7,48
168,여수,2014-06-29 3:00,22.5,,5.6,63
168,여수,2014-06-29 4:00,22,,3.5,68
168,여수,2014-06-29 5:00,21.5,,1.3,70
168,여수,2014-06-29 6:00,21.4,,3.5,70
168,여수,2014-06-29 7:00,21.9,,4.6,68
168,여수,2014-06-29 8:00,22.7,,3,65
168,여수,2014-06-29 9:00,24.2,,2.9,57
168,여수,2014-06-29 10:00,25.1,,3.9,56
168,여수,2014-06-29 11:00,25.6,,5.7,58
168,여수,2014-06-29 12:00,26.4,,6.4,54
168,여수,2014-06-29 13:00,26.3,,6.2,56
168,여수,2014-06-29 14:00,26.1,,5.5,56
168,여수,2014-06-29 15:00,27.3,,4.1,53
168,여수,2014-06-29 16:00,26.5,,4.8,59
168,여수,2014-06-29 17:00,25.5,,7.7,63
168,여수,2014-06-29 18:00,25.2,,4.1,66
168,여수,2014-06-29 19:00,24.5,,4.6,71
168,여수,2014-06-29 20:00,23.9,,5,73
168,여수,2014-06-29 21:00,23.4,,3.9,77
168,여수,2014-06-29 22:00,22.9,,4.3,79
168,여수,2014-06-29 23:00,22.8,,3.5,80
168,여수,2014-06-30 0:00,22.6,,3.1,82
168,여수,2014-06-30 1:00,22.4,,3.2,81
168,여수,2014-06-30 2:00,22.6,,4.4,76
168,여수,2014-06-30 3:00,22.3,,3.7,82
168,여수,2014-06-30 4:00,22.3,,2.8,78
168,여수,2014-06-30 5:00,22.1,,1.5,78
168,여수,2014-06-30 6:00,22,,2.3,80
168,여수,2014-06-30 7:00,22.5,,3.5,71
168,여수,2014-06-30 8:00,23.3,,0.8,65
168,여수,2014-06-30 9:00,24.7,,2.9,58
168,여수,2014-06-30 10:00,25.4,,0.6,60
168,여수,2014-06-30 11:00,26.1,,1.2,59
168,여수,2014-06-30 12:00,26.2,,4,60
168,여수,2014-06-30 13:00,27.1,,2.4,61
168,여수,2014-06-30 14:00,27.9,,3.6,50
168,여수,2014-06-30 15:00,27.5,,3.2,55
168,여수,2014-06-30 16:00,27,,4.6,58
168,여수,2014-06-30 17:00,26.4,,5.4,62
168,여수,2014-06-30 18:00,25.5,,6.9,62
168,여수,2014-06-30 19:00,24.8,,5.8,67
168,여수,2014-06-30 20:00,23.8,,4.8,75
168,여수,2014-06-30 21:00,23.3,,4.7,78
168,여수,2014-06-30 22:00,23,,3.3,80
168,여수,2014-06-30 23:00,22.7,,2.2,82
168,여수,2014-07-01 0:00,22.9,,1.7,81
168,여수,2014-07-01 1:00,23.1,,1.3,79
168,여수,2014-07-01 2:00,22.9,,1.2,73
168,여수,2014-07-01 3:00,22.6,,3.7,74
168,여수,2014-07-01 4:00,22.2,,1.4,75
168,여수,2014-07-01 5:00,22,,1.9,73
168,여수,2014-07-01 6:00,21.9,,1.6,75
168,여수,2014-07-01 7:00,22.4,,2.1,70
168,여수,2014-07-01 8:00,23,,2.2,70
168,여수,2014-07-01 9:00,24.6,,1.2,63
168,여수,2014-07-01 10:00,25.9,,1.2,58
168,여수,2014-07-01 11:00,26.8,,1.8,57
168,여수,2014-07-01 12:00,27.6,,2.2,55
168,여수,2014-07-01 13:00,28,,1.8,54
168,여수,2014-07-01 14:00,28.3,,2.3,53
168,여수,2014-07-01 15:00,27.8,,4.8,55
168,여수,2014-07-01 16:00,27,,5.6,51
168,여수,2014-07-01 17:00,26.1,,5.1,59
168,여수,2014-07-01 18:00,25.3,,4.4,66
168,여수,2014-07-01 19:00,24.5,,5.7,70
168,여수,2014-07-01 20:00,23.8,,3.6,74
168,여수,2014-07-01 21:00,23.4,,3.2,77
168,여수,2014-07-01 22:00,23.3,,4.2,77
168,여수,2014-07-01 23:00,23.3,,2.7,79
168,여수,2014-07-02 0:00,23.4,,3,80
168,여수,2014-07-02 1:00,23.4,,2.3,73
168,여수,2014-07-02 2:00,23.2,,1.7,58
168,여수,2014-07-02 3:00,23,,1.6,54
168,여수,2014-07-02 4:00,22.7,,0.2,54
168,여수,2014-07-02 5:00,22.6,,1.1,60
168,여수,2014-07-02 6:00,22.4,,0.8,69
168,여수,2014-07-02 7:00,22.6,,2.7,71
168,여수,2014-07-02 8:00,23.3,,2,72
168,여수,2014-07-02 9:00,23.7,,1.1,74
168,여수,2014-07-02 10:00,23.1,,3.5,78
168,여수,2014-07-02 11:00,22.7,,4.8,78
168,여수,2014-07-02 12:00,23,,4.1,78
168,여수,2014-07-02 13:00,22.9,,4.1,79
168,여수,2014-07-02 14:00,23.2,,2,74
168,여수,2014-07-02 15:00,22.6,,3.4,70
168,여수,2014-07-02 16:00,21.3,0.4,3.4,82
168,여수,2014-07-02 17:00,21.2,0.3,0.7,81
168,여수,2014-07-02 18:00,21,1.1,1.7,86
168,여수,2014-07-02 19:00,20,3.2,4,85
168,여수,2014-07-02 20:00,19.7,3.8,3.7,83
168,여수,2014-07-02 21:00,19,1.7,4.2,87
168,여수,2014-07-02 22:00,19.2,0.9,5.7,86
168,여수,2014-07-02 23:00,19.3,0.1,5.6,84
168,여수,2014-07-03 0:00,19,6.1,5.6,88
168,여수,2014-07-03 1:00,19.1,4.7,6.8,89
168,여수,2014-07-03 2:00,19,3.6,6.5,89
168,여수,2014-07-03 3:00,19,10.7,6.4,89
168,여수,2014-07-03 4:00,19.4,3.6,5.8,87
168,여수,2014-07-03 5:00,19.6,0.5,5.8,87
168,여수,2014-07-03 6:00,20.4,,5.5,83
168,여수,2014-07-03 7:00,20.8,,5.8,82
168,여수,2014-07-03 8:00,21,,5.1,82
168,여수,2014-07-03 9:00,20.9,,5.4,83
168,여수,2014-07-03 10:00,20.6,,4.1,86
168,여수,2014-07-03 11:00,20.6,0.3,3.4,89
168,여수,2014-07-03 12:00,20.7,0.4,2.5,89
168,여수,2014-07-03 13:00,20.7,0.4,3.3,90
168,여수,2014-07-03 14:00,20.8,0.1,2.6,90
168,여수,2014-07-03 15:00,21,,2.8,88
168,여수,2014-07-03 16:00,21.1,0,2.2,89
168,여수,2014-07-03 17:00,20.9,0.2,3.1,90
168,여수,2014-07-03 18:00,21,,3,90
168,여수,2014-07-03 19:00,21,0.2,3.1,91
168,여수,2014-07-03 20:00,21.2,0,2.7,89
168,여수,2014-07-03 21:00,21.4,,3.3,88
168,여수,2014-07-03 22:00,21.4,,3.2,84
168,여수,2014-07-03 23:00,21.4,,2.3,84
168,여수,2014-07-04 0:00,21.4,,0.1,85
168,여수,2014-07-04 1:00,21.4,,1.5,85
168,여수,2014-07-04 2:00,21.4,,3.4,84
168,여수,2014-07-04 3:00,21.3,,3.7,86
168,여수,2014-07-04 4:00,21.3,,2.9,84
168,여수,2014-07-04 5:00,21.3,,3.6,82
168,여수,2014-07-04 6:00,21.3,,2.6,83
168,여수,2014-07-04 7:00,21.4,,1.5,82
168,여수,2014-07-04 8:00,21.7,,3.2,79
168,여수,2014-07-04 9:00,21.6,0,1.4,84
168,여수,2014-07-04 10:00,21.1,1.3,2.3,88
168,여수,2014-07-04 11:00,21.1,0.7,1.1,90
168,여수,2014-07-04 12:00,21.9,0.2,1.8,83
168,여수,2014-07-04 13:00,22.8,0,1.3,78
168,여수,2014-07-04 14:00,24,,2.2,70
168,여수,2014-07-04 15:00,24.8,,1.8,65
168,여수,2014-07-04 16:00,24,,1.6,75
168,여수,2014-07-04 17:00,23.5,,1.8,77
168,여수,2014-07-04 18:00,23.3,,2.2,73
168,여수,2014-07-04 19:00,22.9,,1.6,75
168,여수,2014-07-04 20:00,22.6,,1.4,78
168,여수,2014-07-04 21:00,22.2,,1,77
168,여수,2014-07-04 22:00,22,,0,77
168,여수,2014-07-04 23:00,21.7,,0,79
168,여수,2014-07-05 0:00,21.5,,0.1,80
168,여수,2014-07-05 1:00,21.4,,1,81
168,여수,2014-07-05 2:00,21.3,,0,81
168,여수,2014-07-05 3:00,21.4,,0.4,80
168,여수,2014-07-05 4:00,21.4,,0.1,81
168,여수,2014-07-05 5:00,21.5,,0,83
168,여수,2014-07-05 6:00,21.2,,0,83
168,여수,2014-07-05 7:00,21.5,,0,83
168,여수,2014-07-05 8:00,21.9,,0.2,79
168,여수,2014-07-05 9:00,22.3,,1.3,79
168,여수,2014-07-05 10:00,23,,2.7,75
168,여수,2014-07-05 11:00,22.9,,1,74
168,여수,2014-07-05 12:00,23.6,,1.5,72
168,여수,2014-07-05 13:00,23.9,,1.7,72
168,여수,2014-07-05 14:00,23.6,,1.7,73
168,여수,2014-07-05 15:00,22.8,,3.2,76
168,여수,2014-07-05 16:00,22.9,,2.9,76
168,여수,2014-07-05 17:00,22.7,,3.7,75
168,여수,2014-07-05 18:00,22.4,,3.1,77
168,여수,2014-07-05 19:00,22.1,,2.3,75
168,여수,2014-07-05 20:00,22,,3,75
168,여수,2014-07-05 21:00,21.8,,1.6,81
168,여수,2014-07-05 22:00,21.8,,3.2,77
168,여수,2014-07-05 23:00,21.5,0,3.3,80
168,여수,2014-07-06 0:00,21.4,0.1,3.5,81
168,여수,2014-07-06 1:00,21.1,0.3,2.5,81
168,여수,2014-07-06 2:00,21,0.1,3.5,81
168,여수,2014-07-06 3:00,20.6,1.1,2.8,83
168,여수,2014-07-06 4:00,20.4,0.3,3.8,82
168,여수,2014-07-06 5:00,20.3,0.5,2.5,82
168,여수,2014-07-06 6:00,20.3,0.5,4.7,83
168,여수,2014-07-06 7:00,20.5,0.7,5.7,81
168,여수,2014-07-06 8:00,20.5,0.7,6.1,82
168,여수,2014-07-06 9:00,20.3,3.3,4.6,84
168,여수,2014-07-06 10:00,20.6,0,5.5,81
168,여수,2014-07-06 11:00,20.7,0,6.8,78
168,여수,2014-07-06 12:00,20.6,0,6,80
168,여수,2014-07-06 13:00,20.1,0.6,3.9,85
168,여수,2014-07-06 14:00,20.1,3.1,2.6,87
168,여수,2014-07-06 15:00,20.1,0.8,5,87
168,여수,2014-07-06 16:00,20.4,0,2.7,85
168,여수,2014-07-06 17:00,20.6,0.2,4.5,85
168,여수,2014-07-06 18:00,20.5,0,5.1,85
168,여수,2014-07-06 19:00,20.2,0,5.2,86
168,여수,2014-07-06 20:00,20.4,0,5.4,85
168,여수,2014-07-06 21:00,20.4,,5.4,86
168,여수,2014-07-06 22:00,20.1,0.8,4.6,89
168,여수,2014-07-06 23:00,20,0.3,4.3,89
168,여수,2014-07-07 0:00,20.3,0,4.8,86
168,여수,2014-07-07 1:00,20.3,,5.2,87
168,여수,2014-07-07 2:00,20.4,,4.5,86
168,여수,2014-07-07 3:00,20.3,,4.7,87
168,여수,2014-07-07 4:00,20.5,,5,85
168,여수,2014-07-07 5:00,20.6,,5.4,85
168,여수,2014-07-07 6:00,20.7,,5.2,86
168,여수,2014-07-07 7:00,20.6,,4.3,87
168,여수,2014-07-07 8:00,20.5,0.9,3.8,89
168,여수,2014-07-07 9:00,20.5,1.2,4.4,90
168,여수,2014-07-07 10:00,20.8,0.1,1.9,90
168,여수,2014-07-07 11:00,21.2,0.1,3.3,86
168,여수,2014-07-07 12:00,21.5,,2.5,88
